,,
code,code_sub,QSBIO_err_prob
4krl_1,4krl,NA
1tqm_1,1tqm,2.8
5a87_2,5a87,1.6
5a87_1,5a87,1.6
4h5r_3,4h5r,10.5
4h5r_2,4h5r,12.3
4h5r_1,4h5r,12.3
5d2k_1,5d2k,1.6
5d2k_2,5d2k,1.6
4kng_1,4kng,89.1
4ud1_1,4ud1,1.6
4ud1_5,4ud1,1.6
4ud1_3,4ud1,1.6
4ud1_2,4ud1,1.6
4ud1_4,4ud1,1.6
1qoq_1,1qoq,0
3dm2_1,3dm2,2.3
4ajl_1,4ajl,3
3phm_1,3phm,2.8
1x90_1,1x90,74.9
1x90_4,1x90,4.4
1x90_2,1x90,74.9
1x90_3,1x90,4.4
2hz2_1,2hz2,1.6
4rxe_1,4rxe,3.5
2h3d_1,2h3d,7.4
3zsl_1,3zsl,1.6
1m0w_1,1m0w,3.5
3enl_1,3enl,3.5
1pk9_1,1pk9,3
2ebs_1,2ebs,12.3
2ebs_2,2ebs,12.3
4u3s_1,4u3s,0
2z17_1,2z17,10.5
4h95_2,4h95,1.6
4h95_1,4h95,1.6
3sx1_1,3sx1,15.4
3sx1_3,3sx1,24
3sx1_2,3sx1,15.4
2ivp_1,2ivp,1.6
4ky0_1,4ky0,23.4
4pnj_1,4pnj,12.3
1ygr_1,1ygr,1.6
1ygr_2,1ygr,1.6
1rku_1,1rku,7.4
2o53_1,2o53,3.5
4fir_1,4fir,3
4kv5_5,4kv5,NA
4kv5_6,4kv5,NA
4kv5_1,4kv5,10.5
4kv5_4,4kv5,NA
4kv5_3,4kv5,NA
4kv5_2,4kv5,10.5
1c7j_1,1c7j,1.6
4x39_1,4x39,1.6
2g1h_1,2g1h,1.6
2p3q_1,2p3q,12.3
2p3q_2,2p3q,10.5
2zwi_2,2zwi,1.6
2zwi_1,2zwi,1.6
3b18_2,3b18,3.5
3b18_1,3b18,NA
1lbt_2,1lbt,2.8
1lbt_1,1lbt,2.8
4f14_1,4f14,1.6
3w37_1,3w37,1.6
2tmd_1,2tmd,3.5
4mco_1,4mco,2.8
4mco_2,4mco,2.8
4mco_3,4mco,2.8
3h26_1,3h26,15.4
3h26_2,3h26,15.4
3oil_1,3oil,1.6
1r3i_1,1r3i,NA
3ob4_1,3ob4,10.5
5cof_1,5cof,1.6
1yqs_1,1yqs,1.6
1h6d_1,1h6d,3
1h6d_3,1h6d,3
1h6d_2,1h6d,3
187l_1,187l,1.6
2g8i_1,2g8i,2.8
1kxp_1,1kxp,4.5
3jxs_2,3jxs,2.8
3jxs_3,3jxs,2.8
3jxs_1,3jxs,2.8
2qyc_2,2qyc,93.7
2qyc_1,2qyc,15.4
4upu_1,4upu,24
1rbh_2,1rbh,7.4
1rbh_1,1rbh,25
1tzz_2,1tzz,25
1tzz_1,1tzz,25
1lrj_1,1lrj,3.5
4g85_1,4g85,3.5
3nxj_1,3nxj,15.4
3nxj_2,3nxj,NA
3ibf_1,3ibf,0
2wn9_1,2wn9,3
4re2_1,4re2,1.6
2pzd_1,2pzd,3.5
4hco_2,4hco,1.6
4hco_1,4hco,1.6
2i4l_1,2i4l,3.5
2i4l_2,2i4l,3.5
3pg2_1,3pg2,2.8
3pg2_2,3pg2,2.8
3n61_1,3n61,3.5
1mgr_1,1mgr,1.6
2h1y_1,2h1y,1.6
2h1y_2,2h1y,1.6
2jcm_1,2jcm,15.4
4yo0_1,4yo0,NA
4yo0_2,4yo0,NA
2rhh_2,2rhh,25
2rhh_1,2rhh,7.4
4il0_2,4il0,7.7
4il0_1,4il0,7.7
2pr7_2,2pr7,2.8
2pr7_1,2pr7,2.8
1xdb_1,1xdb,3.5
4fo5_1,4fo5,12.3
1mrc_1,1mrc,NA
4wou_1,4wou,1.6
1pa6_1,1pa6,4.5
3pc4_1,3pc4,3.5
5fvr_1,5fvr,15.4
2hq4_1,2hq4,2.8
2hq4_2,2hq4,2.8
2i3i_1,2i3i,12.3
2i3i_2,2i3i,12.3
3pyi_1,3pyi,10.5
1l9g_1,1l9g,1.6
4gcw_2,4gcw,94.7
4gcw_3,4gcw,3.5
4gcw_1,4gcw,94.7
3rqo_1,3rqo,3.5
3zd1_1,3zd1,1.6
3zd1_2,3zd1,1.6
2r0d_1,2r0d,12.3
2r0d_2,2r0d,12.3
3hww_1,3hww,70.3
2ahx_1,2ahx,12.3
2ahx_3,2ahx,10.5
2ahx_2,2ahx,12.3
3iml_1,3iml,3.5
3iml_2,3iml,14.3
3s7v_2,3s7v,3
3s7v_1,3s7v,3
4nak_1,4nak,14.3
2izd_1,2izd,7.7
2izd_2,2izd,98.1
1kfa_1,1kfa,NA
1kfa_2,1kfa,NA
1kfa_3,1kfa,NA
2vlm_1,2vlm,NA
4qvy_1,4qvy,0
4prq_1,4prq,1.6
4prq_3,4prq,1.6
4prq_2,4prq,1.6
4prq_4,4prq,1.6
4ife_1,4ife,2.8
2ooa_2,2ooa,48.3
2ooa_1,2ooa,48.3
1dq0_1,1dq0,24
4ldn_1,4ldn,3
2vu9_1,2vu9,1.6
2r47_2,2r47,74.9
2r47_3,2r47,7.4
2r47_1,2r47,7.4
4oh2_1,4oh2,3.5
4oh2_5,4oh2,3.5
4oh2_2,4oh2,3.5
4oh2_3,4oh2,3.5
4oh2_4,4oh2,3.5
1rqn_1,1rqn,7.4
4mdh_1,4mdh,3.5
2cmn_1,2cmn,24
3ug0_1,3ug0,1.6
1yoh_1,1yoh,1.6
1kpu_1,1kpu,NA
3qgw_1,3qgw,1.6
3qgw_2,3qgw,1.6
3elk_2,3elk,70.3
3elk_1,3elk,24
2p50_2,2p50,3.5
2p50_1,2p50,3.5
5ezx_1,5ezx,1.6
2ywf_1,2ywf,28.6
3rhl_1,3rhl,7.5
3ujs_1,3ujs,3.5
1mk5_1,1mk5,0
5iiq_1,5iiq,28.6
2dww_1,2dww,70.3
4ggj_1,4ggj,3.5
3nd9_1,3nd9,2.8
3i51_1,3i51,3.5
3w3c_1,3w3c,12.3
2h1d_2,2h1d,1.6
2h1d_1,2h1d,1.6
1skb_1,1skb,1.6
1khn_1,1khn,3.5
1m75_1,1m75,3.5
1n4v_1,1n4v,1.6
1sqw_1,1sqw,2.8
2w4q_1,2w4q,48.3
3n7q_1,3n7q,2.8
3rm9_1,3rm9,1.6
3rm9_2,3rm9,1.6
3k5m_1,3k5m,2.8
2x3w_1,2x3w,7.6
2x3w_4,2x3w,25
2x3w_2,2x3w,14.3
2x3w_3,2x3w,3.5
1olr_1,1olr,1.6
1uev_1,1uev,74.9
4qtk_2,4qtk,2.8
4qtk_1,4qtk,2.8
3q7y_1,3q7y,1.6
2dvg_1,2dvg,24
2dji_1,2dji,3
4hgv_1,4hgv,3
1e6n_1,1e6n,1.6
1e6n_2,1e6n,1.6
3fz3_1,3fz3,3
2qvx_1,2qvx,15.4
3vb8_1,3vb8,70.3
3vb8_3,3vb8,2.8
3vb8_2,3vb8,2.8
1clx_2,1clx,70.3
1clx_1,1clx,70.3
5dok_2,5dok,44.5
5dok_3,5dok,59.1
5dok_1,5dok,44.5
4lgo_1,4lgo,3
4mh4_1,4mh4,3.5
3ury_5,3ury,70.3
3ury_6,3ury,70.3
3ury_1,3ury,12.3
3ury_4,3ury,70.3
3ury_3,3ury,24
3ury_2,3ury,12.3
2ciq_1,2ciq,19.4
1fi2_1,1fi2,4.4
2gid_2,2gid,10.6
2gid_1,2gid,10.6
4xka_1,4xka,28.6
2r3e_1,2r3e,3
4z9w_1,4z9w,4.8
1muu_2,1muu,7.4
1muu_1,1muu,7.4
4dz3_1,4dz3,NA
2nnq_1,2nnq,1.6
4m4n_2,4m4n,2.8
4m4n_1,4m4n,2.8
3l8n_1,3l8n,1.6
2co3_1,2co3,7.4
2y84_1,2y84,3.5
2y84_4,2y84,3.5
2y84_3,2y84,3.5
2y84_2,2y84,3.5
3cit_1,3cit,24
3s2v_1,3s2v,10.5
2o34_2,2o34,44.5
2o34_1,2o34,44.5
1kk0_1,1kk0,1.6
2p4i_2,2p4i,1.6
2p4i_1,2p4i,1.6
171l_1,171l,1.6
2bs3_1,2bs3,0
5afg_1,5afg,1.6
3p2b_1,3p2b,1.6
3boe_1,3boe,1.6
2j7b_2,2j7b,25
2j7b_1,2j7b,25
2wk1_1,2wk1,15.4
1bk1_1,1bk1,1.6
4i8o_1,4i8o,74.9
4i8o_3,4i8o,7.4
4i8o_2,4i8o,74.9
3mfb_1,3mfb,2.8
3mfb_2,3mfb,2.8
3mfb_3,3mfb,2.8
3mfb_4,3mfb,2.8
3s4s_2,3s4s,NA
3s4s_1,3s4s,NA
1bs0_2,1bs0,3.5
1bs0_1,1bs0,94.7
4up4_1,4up4,25
4up4_2,4up4,25
2oxe_1,2oxe,12.3
2oxe_2,2oxe,12.3
4h3n_1,4h3n,1.6
4nky_3,4nky,25
4nky_2,4nky,25
4nky_4,4nky,25
4nky_1,4nky,25
1c9b_2,1c9b,4.8
1c9b_3,1c9b,4.8
1c9b_4,1c9b,4.8
1c9b_1,1c9b,4.8
1c9b_5,1c9b,4.8
2dyh_1,2dyh,1.6
2wpm_1,2wpm,4.5
2wyd_1,2wyd,2.3
4m4a_1,4m4a,0
1g9b_1,1g9b,1.6
2vd5_1,2vd5,14.3
2vd5_2,2vd5,14.3
3zrw_1,3zrw,10.5
3zrw_2,3zrw,10.5
3v8w_2,3v8w,25
3v8w_3,3v8w,7.4
3v8w_1,3v8w,25
4zwh_1,4zwh,0
1fjs_1,1fjs,2.3
1d5e_1,1d5e,28.6
2chn_2,2chn,25
2chn_1,2chn,25
2q8w_1,2q8w,1.6
2vmi_1,2vmi,2.8
4yi8_1,4yi8,28.6
4l6v_2,4l6v,40.5
4l6v_3,4l6v,40.5
4l6v_1,4l6v,40.5
1xcq_2,1xcq,NA
1xcq_3,1xcq,NA
1xcq_4,1xcq,NA
1xcq_1,1xcq,NA
5fsv_1,5fsv,1.6
5bw6_1,5bw6,0
4ggg_1,4ggg,15.4
4ggg_2,4ggg,15.4
4bv3_1,4bv3,1.6
1hho_1,1hho,0
3wag_1,3wag,15.4
2rie_1,2rie,3
3uqr_2,3uqr,1.6
3uqr_3,3uqr,1.6
3uqr_1,3uqr,1.6
4qfo_1,4qfo,12.3
4qfo_2,4qfo,12.3
4qfo_3,4qfo,10.5
3ue4_2,3ue4,1.6
3ue4_1,3ue4,1.6
1efc_2,1efc,25
1efc_1,1efc,25
2xz7_1,2xz7,7.4
1mio_1,1mio,0
4e4m_2,4e4m,1.6
4e4m_3,4e4m,1.6
4e4m_4,4e4m,1.6
4e4m_1,4e4m,1.6
3ppw_1,3ppw,2.8
5an6_2,5an6,43.2
5an6_1,5an6,70.3
5ced_1,5ced,52.6
1vpn_2,1vpn,7.7
1vpn_1,1vpn,79.5
2ac0_1,2ac0,93.7
4nwj_1,4nwj,1.6
2x5l_1,2x5l,1.6
2ouw_1,2ouw,24
5f19_1,5f19,15.4
3l7w_1,3l7w,3.5
4zjc_1,4zjc,1.6
4s1v_1,4s1v,98.1
4s1v_2,4s1v,3.5
4s1v_3,4s1v,3.5
3g9y_1,3g9y,2.8
3wxo_1,3wxo,3.5
4mck_1,4mck,1.6
1wmm_1,1wmm,1.6
1bbc_1,1bbc,1.6
1fsg_1,1fsg,3
1rqf_2,1rqf,70.3
1rqf_3,1rqf,70.3
1rqf_4,1rqf,70.3
1rqf_1,1rqf,70.3
3ma9_1,3ma9,NA
4lpw_2,4lpw,24
4lpw_1,4lpw,43.2
3wc1_1,3wc1,7.7
3o8y_1,3o8y,1.6
3o8y_2,3o8y,1.6
3hzw_1,3hzw,10.5
2btm_1,2btm,3.5
2vkg_1,2vkg,7.7
1fjg_1,1fjg,15.7
4ab1_1,4ab1,24
2eck_1,2eck,1.6
2eck_2,2eck,1.6
2siv_1,2siv,0
1jp3_1,1jp3,3.5
4d9l_1,4d9l,NA
4d9l_3,4d9l,NA
4d9l_2,4d9l,NA
4d9l_4,4d9l,NA
1s3n_5,1s3n,70.3
1s3n_1,1s3n,25
1s3n_4,1s3n,70.3
1s3n_2,1s3n,25
1s3n_3,1s3n,4.4
1tr2_1,1tr2,1.6
1tr2_2,1tr2,1.6
3hf6_1,3hf6,12.3
4de5_2,4de5,10.5
4de5_1,4de5,15.4
4p8y_1,4p8y,1.6
4p8y_2,4p8y,1.6
1nzu_1,1nzu,1.6
5fmq_1,5fmq,2.8
3ety_1,3ety,2.8
3w99_1,3w99,10.6
4qdc_1,4qdc,3
3v4n_1,3v4n,25
3v4n_6,3v4n,3.5
3v4n_5,3v4n,3.5
3v4n_2,3v4n,25
3v4n_3,3v4n,25
3v4n_4,3v4n,25
3hjl_1,3hjl,1.6
3trd_1,3trd,12.3
1i0s_1,1i0s,3.5
3vm6_1,3vm6,4.4
5c8u_1,5c8u,37.9
5c8u_2,5c8u,52.6
2onq_1,2onq,12.3
4aaj_1,4aaj,1.6
4ny1_1,4ny1,3
3n65_1,3n65,3.5
3tll_1,3tll,3.5
3onw_2,3onw,4.5
3onw_1,3onw,4.5
4c4n_1,4c4n,70.3
1bi2_1,1bi2,2.3
3p7n_1,3p7n,2.8
3p7n_2,3p7n,2.8
2j3g_1,2j3g,7.5
2j3g_2,2j3g,7.5
1dya_1,1dya,1.6
4eej_1,4eej,1.6
4eej_2,4eej,1.6
1eqb_2,1eqb,3.5
1eqb_1,1eqb,3.5
4dq5_2,4dq5,2.8
4dq5_1,4dq5,2.8
4tr6_1,4tr6,3.5
3o3k_1,3o3k,3.5
4x3o_1,4x3o,1.6
1cdz_1,1cdz,44.5
3h5a_1,3h5a,98.1
3iwe_1,3iwe,1.6
3iwe_2,3iwe,1.6
5hmm_1,5hmm,2.8
5hmm_2,5hmm,2.8
4zxq_2,4zxq,NA
4zxq_1,4zxq,NA
1qtk_1,1qtk,1.6
1lr6_1,1lr6,1.6
1nxx_1,1nxx,91.5
4y3d_1,4y3d,1.6
2oac_1,2oac,3.5
2c2i_1,2c2i,3.5
4xa2_2,4xa2,1.6
4xa2_1,4xa2,1.6
1gbd_1,1gbd,1.6
3v15_1,3v15,3
4lf2_2,4lf2,94
4lf2_3,4lf2,94
4lf2_4,4lf2,94
4lf2_1,4lf2,7.7
4x38_1,4x38,1.6
2q6f_1,2q6f,3.5
3klw_1,3klw,3.5
2nvy_1,2nvy,15.7
2nvy_2,2nvy,10.6
3c7m_1,3c7m,19.4
3c7m_2,3c7m,19.4
4qes_1,4qes,59.1
2zv2_1,2zv2,1.6
3m1u_1,3m1u,7.4
1auc_1,1auc,3.5
3zzy_1,3zzy,2.8
3zzy_2,3zzy,2.8
3k2c_1,3k2c,NA
3k2c_4,3k2c,NA
3k2c_2,3k2c,59.1
3k2c_3,3k2c,70.3
4bvu_1,4bvu,0
1sd3_1,1sd3,NA
3hah_1,3hah,3.5
2fvv_1,2fvv,1.6
4irf_2,4irf,2.8
4irf_1,4irf,2.8
4d9b_1,4d9b,15.4
4d9b_2,4d9b,15.4
3tbi_1,3tbi,9.2
2hoq_1,2hoq,70.3
4crb_1,4crb,12.3
4tvi_1,4tvi,3.5
3s5f_1,3s5f,25
3s5f_2,3s5f,25
3tm9_1,3tm9,70.3
4wbo_2,4wbo,12.3
4wbo_3,4wbo,12.3
4wbo_4,4wbo,12.3
4wbo_1,4wbo,12.3
3l0l_3,3l0l,12.3
3l0l_2,3l0l,10.5
3l0l_1,3l0l,10.5
4mmr_1,4mmr,10.6
4lch_1,4lch,1.6
1x6r_1,1x6r,44.5
3oaz_2,3oaz,NA
3oaz_1,3oaz,NA
4ii5_2,4ii5,4.8
4ii5_1,4ii5,4.8
3mcy_1,3mcy,1.6
3mcy_2,3mcy,1.6
3mcy_3,3mcy,1.6
3mcy_4,3mcy,1.6
3nf9_1,3nf9,3.5
5c0n_2,5c0n,NA
5c0n_1,5c0n,NA
3wi1_1,3wi1,12.3
1cdh_1,1cdh,70.3
4y4n_1,4y4n,7.5
4p2m_1,4p2m,94.7
4p2m_2,4p2m,94.7
3ggv_5,3ggv,3.5
3ggv_1,3ggv,3.5
3ggv_4,3ggv,3.5
3ggv_2,3ggv,3.5
3ggv_3,3ggv,3.5
3ar5_1,3ar5,1.6
1bvv_1,1bvv,1.6
2dab_1,2dab,3.5
4m7g_1,4m7g,1.6
3u0o_1,3u0o,3.5
3bxy_1,3bxy,3
5d1j_1,5d1j,1.6
2wf7_1,2wf7,1.6
4hph_1,4hph,1.6
5cag_1,5cag,44.5
5cag_2,5cag,43.2
4nh3_2,4nh3,NA
4nh3_1,4nh3,19.4
2w3d_1,2w3d,10.5
5el3_2,5el3,70.3
5el3_1,5el3,70.3
4wx1_1,4wx1,59.1
5c4g_1,5c4g,37.9
4con_1,4con,7.4
3jsr_1,3jsr,12.3
3ezi_4,3ezi,2.8
3ezi_2,3ezi,2.8
3ezi_3,3ezi,2.8
3ezi_1,3ezi,2.8
3qp6_1,3qp6,7.4
4kpu_1,4kpu,2.3
1bi8_1,1bi8,89.1
2fv1_1,2fv1,28.6
2fv1_2,2fv1,28.6
4i62_1,4i62,1.6
4m9k_1,4m9k,12.3
5avn_1,5avn,25
5avn_3,5avn,91.5
5avn_2,5avn,25
3qr3_2,3qr3,12.3
3qr3_1,3qr3,12.3
4tyi_1,4tyi,1.6
1wtm_1,1wtm,1.6
1pza_1,1pza,1.6
4emi_1,4emi,1.6
1cuw_1,1cuw,1.6
1cuw_2,1cuw,1.6
4pjf_1,4pjf,NA
4pjf_2,4pjf,NA
4ymb_1,4ymb,14.3
1xtm_1,1xtm,10.5
1xtm_3,1xtm,48.3
1xtm_2,1xtm,48.3
4is0_1,4is0,3.5
4otm_1,4otm,7.4
4yt4_1,4yt4,43.2
3zet_1,3zet,2.3
4z78_2,4z78,4.8
4z78_3,4z78,4.8
4z78_1,4z78,4.8
3ake_1,3ake,1.6
3c8s_1,3c8s,12.3
1k1y_3,1k1y,7.4
1k1y_2,1k1y,74.9
1k1y_1,1k1y,74.9
4ola_1,4ola,1.6
2i58_2,2i58,2.8
2i58_1,2i58,2.8
2vc1_1,2vc1,43.2
2enw_2,2enw,25
2enw_1,2enw,25
1fan_1,1fan,1.6
3c6m_1,3c6m,7.4
3c6m_2,3c6m,70.3
4b86_2,4b86,15.7
4b86_3,4b86,40.5
4b86_1,4b86,15.7
4yr3_1,4yr3,2.8
1f5b_1,1f5b,1.6
2fko_1,2fko,3
4e6a_1,4e6a,1.6
1zuq_1,1zuq,3
1ndc_1,1ndc,7.7
4qft_1,4qft,94.7
4qft_2,4qft,3.5
1qq0_1,1qq0,3
3ojf_1,3ojf,3
1j95_1,1j95,3
2ibs_2,2ibs,2.8
2ibs_1,2ibs,2.8
2p5q_2,2p5q,7.4
2p5q_1,2p5q,7.4
4awd_2,4awd,1.6
4awd_1,4awd,1.6
1o6r_2,1o6r,43.2
1o6r_3,1o6r,43.2
1o6r_1,1o6r,43.2
4qao_2,4qao,43.2
4qao_3,4qao,43.2
4qao_1,4qao,43.2
1ppp_1,1ppp,1.6
4ipn_1,4ipn,3.5
4v25_1,4v25,3.5
1sxw_1,1sxw,1.6
4b28_1,4b28,3.5
2qdh_1,2qdh,7.7
2gib_3,2gib,98.1
2gib_2,2gib,93.7
2gib_1,2gib,15.4
2xn3_1,2xn3,2.3
1fwb_1,1fwb,0
4p5t_1,4p5t,NA
4p5t_4,4p5t,NA
4p5t_2,4p5t,NA
4p5t_3,4p5t,NA
1rfk_1,1rfk,1.6
1rfk_2,1rfk,1.6
2yvb_1,2yvb,1.6
1kkr_1,1kkr,3.5
1mo3_1,1mo3,1.6
3u2a_1,3u2a,7.4
2r52_1,2r52,3.5
1pcv_2,1pcv,1.6
1pcv_1,1pcv,1.6
1lrq_1,1lrq,3
1oyh_1,1oyh,25
1oyh_2,1oyh,25
4hh8_1,4hh8,1.6
2g7m_1,2g7m,3
2g7m_2,2g7m,3
5cuk_1,5cuk,2.8
5e5w_2,5e5w,0
5e5w_1,5e5w,0
1b25_1,1b25,24
4ceb_1,4ceb,3.5
2f9l_1,2f9l,1.6
3bvz_1,3bvz,1.6
3nai_1,3nai,70.3
3nai_2,3nai,70.3
3o9z_1,3o9z,3
1rp1_1,1rp1,1.6
1f8r_1,1f8r,3.5
1f8r_2,1f8r,3.5
2gv5_2,2gv5,10.6
2gv5_1,2gv5,10.6
4bzx_2,4bzx,25
4bzx_1,4bzx,25
3s9m_2,3s9m,40.5
3s9m_1,3s9m,40.5
1l54_1,1l54,1.6
3q76_2,3q76,25
3q76_1,3q76,25
3a3h_1,3a3h,1.6
1ath_1,1ath,10.5
2h9h_1,2h9h,2.8
3wf8_1,3wf8,12.3
3wf8_2,3wf8,10.5
2zfp_1,2zfp,52.6
3oco_1,3oco,3.5
2vxo_1,2vxo,7.4
4agq_1,4agq,1.6
4agq_2,4agq,1.6
3ib0_1,3ib0,1.6
5e43_1,5.00E+43,1.6
1icu_2,1icu,3.5
1icu_1,1icu,3.5
4f33_2,4f33,NA
4f33_3,4f33,NA
4f33_4,4f33,NA
4f33_1,4f33,NA
2ydl_1,2ydl,1.6
4qyl_1,4qyl,12.3
4qyl_4,4qyl,12.3
4qyl_3,4qyl,12.3
4qyl_2,4qyl,12.3
3owg_1,3owg,19.4
3owg_2,3owg,19.4
1unl_1,1unl,4.5
1unl_2,1unl,4.5
4kl1_1,4kl1,7.7
4w7m_2,4w7m,1.6
4w7m_1,4w7m,1.6
3u5t_1,3u5t,3
3u5t_2,3u5t,91.5
3u5t_3,3u5t,3
3u5t_4,3u5t,91.5
4trn_1,4trn,3
3g5m_1,3g5m,3.5
3uij_1,3uij,10.5
2pzm_1,2pzm,3.5
1izo_3,1izo,1.6
1izo_2,1izo,1.6
1izo_1,1izo,1.6
3imj_3,3imj,7.4
3imj_2,3imj,25
3imj_1,3imj,25
4na3_1,4na3,3.5
4xyi_1,4xyi,1.6
3wid_1,3wid,7.7
3i6u_1,3i6u,7.4
1ziv_1,1ziv,12.3
1otk_1,1otk,10.5
3tcn_1,3tcn,1.6
3tcn_2,3tcn,1.6
1rjx_3,1rjx,59.1
1rjx_2,1rjx,24
1rjx_1,1rjx,25
3grl_1,3grl,74.9
3grl_2,3grl,7.4
5d3n_1,5d3n,1.6
3zdt_1,3zdt,12.3
3zdt_2,3zdt,12.3
3ir9_1,3ir9,10.5
2x8z_1,2x8z,1.6
3mpi_2,3mpi,3
3mpi_1,3mpi,3
4xkr_1,4xkr,1.6
3ttv_1,3ttv,3
2b7p_1,2b7p,3
2o0g_1,2o0g,19.4
2o0g_2,2o0g,19.4
1i3v_1,1i3v,1.6
1i3v_2,1i3v,1.6
2evk_1,2evk,1.6
5alu_1,5alu,25
3dr6_2,3dr6,3.5
3dr6_1,3dr6,3.5
2ja1_1,2ja1,7.7
2okl_2,2okl,12.3
2okl_1,2okl,12.3
2p1x_1,2p1x,1.6
2q4u_1,2q4u,1.6
4lhr_1,4lhr,3
2fka_1,2fka,12.3
2fka_2,2fka,59.1
3egg_2,3egg,52.6
3egg_1,3egg,37.9
1x11_3,1x11,52.6
1x11_2,1x11,10.6
1x11_1,1x11,52.6
4hst_1,4hst,2.3
3gve_2,3gve,70.3
3gve_1,3gve,70.3
3io6_1,3io6,59.1
1nbz_1,1nbz,NA
4akf_1,4akf,70.3
4fhq_1,4fhq,12.3
2prg_1,2prg,10.6
1vci_1,1vci,3.5
5hd4_1,5hd4,1.6
1rb6_1,1rb6,59.1
3sy7_1,3sy7,1.6
2qnu_1,2qnu,7.4
1ktv_2,1ktv,28.6
1ktv_1,1ktv,28.6
4evb_1,4evb,7.7
5cez_1,5cez,NA
5cez_2,5cez,NA
3tzc_1,3tzc,0
1bxa_1,1bxa,1.6
2gbb_1,2gbb,7.4
2gbb_2,2gbb,7.4
3npf_1,3npf,7.4
3wd6_4,3wd6,94.7
3wd6_2,3wd6,94.7
3wd6_3,3wd6,94.7
3wd6_5,3wd6,3.5
3wd6_1,3wd6,94.7
3wd6_6,3wd6,3.5
5eqg_1,5eqg,1.6
4zdu_1,4zdu,1.6
3bqt_2,3bqt,19.4
3bqt_3,3bqt,19.4
3bqt_1,3bqt,10.5
4y50_1,4y50,1.6
3gyw_1,3gyw,3.5
2za4_2,2za4,37.9
2za4_3,2za4,25
2za4_4,2za4,74.9
2za4_1,2za4,37.9
2za4_6,2za4,74.9
2za4_5,2za4,25
2fnp_1,2fnp,3.5
3dro_1,3dro,NA
2wfa_1,2wfa,1.6
2qo0_1,2qo0,3.5
4qr2_1,4qr2,3.5
2wgs_1,2wgs,3
2wgs_3,2wgs,98.1
2wgs_2,2wgs,98.1
1v0f_1,1v0f,3
1v0f_2,1v0f,3
2hxl_1,2hxl,1.6
1wnz_1,1wnz,74.9
4mx6_1,4mx6,1.6
2x3d_1,2x3d,NA
3qkb_1,3qkb,4.4
3myq_1,3myq,1.6
5idd_1,5idd,1.6
4br5_1,4br5,12.3
3lf1_1,3lf1,3
1r66_2,1r66,3.5
1r66_1,1r66,NA
4kez_1,4kez,15.4
4kez_2,4kez,15.4
3uzt_1,3uzt,1.6
1e3i_1,1e3i,3.5
1k7i_1,1k7i,25
4fh5_1,4fh5,2.8
3fci_1,3fci,1.6
1u5r_1,1u5r,12.3
1u5r_2,1u5r,12.3
1u5r_3,1u5r,10.5
4pnp_1,4pnp,3
2ful_1,2ful,12.3
2ful_6,2ful,12.3
2ful_5,2ful,12.3
2ful_2,2ful,12.3
2ful_3,2ful,12.3
2ful_4,2ful,12.3
4o4a_1,4o4a,59.1
1nbc_1,1nbc,70.3
5eep_1,5eep,1.6
4hpb_1,4hpb,12.3
1xf2_2,1xf2,NA
1xf2_1,1xf2,NA
3m4t_1,3m4t,3.5
1yvf_1,1yvf,12.3
1yvf_2,1yvf,10.5
1fzz_1,1fzz,1.6
4mgh_1,4mgh,2.8
1yob_1,1yob,1.6
1yob_2,1yob,1.6
4daw_1,4daw,12.3
4hx0_2,4hx0,7.4
4hx0_1,4hx0,74.9
4lya_1,4lya,2.8
2zee_3,2zee,24
2zee_2,2zee,12.3
2zee_1,2zee,12.3
3i92_1,3i92,1.6
3i92_2,3i92,1.6
3i92_3,3i92,1.6
2w0l_1,2w0l,10.5
2w0l_2,2w0l,10.5
3n5f_1,3n5f,3.5
2rfy_4,2rfy,1.6
2rfy_3,2rfy,1.6
2rfy_2,2rfy,1.6
2rfy_1,2rfy,1.6
1nn1_1,1nn1,3.5
4qt8_1,4qt8,0
4qt8_2,4qt8,0
3oeo_1,3oeo,15.4
3oeo_2,3oeo,15.4
4jbd_1,4jbd,3.5
3gb9_1,3gb9,3
5hsb_1,5hsb,1.6
3u3b_2,3u3b,1.6
3u3b_1,3u3b,1.6
2gpe_2,2gpe,7.4
2gpe_1,2gpe,7.4
3mrl_1,3mrl,NA
2bx9_1,2bx9,7.7
3eft_1,3eft,1.6
4xjm_1,4xjm,15.4
3pdx_1,3pdx,3.5
4rtz_1,4rtz,1.6
2gal_1,2gal,43.2
3l26_1,3l26,NA
2e92_1,2.00E+92,3.5
2iru_2,2iru,1.6
2iru_1,2iru,1.6
2idg_1,2idg,19.4
2idg_2,2idg,19.4
2idg_3,2idg,19.4
2idg_4,2idg,10.5
1eta_1,1eta,94
1eta_2,1eta,7.7
4ido_1,4ido,7.4
4wuw_1,4wuw,0
1him_1,1him,NA
1him_2,1him,NA
1d7b_1,1d7b,10.5
1rf5_4,1rf5,1.6
1rf5_2,1rf5,1.6
1rf5_3,1rf5,1.6
1rf5_1,1rf5,1.6
3k9x_2,3k9x,2.3
3k9x_1,3k9x,2.3
3ffn_1,3ffn,74.9
3ffn_2,3ffn,74.9
4uq2_1,4uq2,NA
4uq2_2,4uq2,NA
4h0x_1,4h0x,52.6
2oz8_1,2oz8,0
2r6o_1,2r6o,3.5
2h08_1,2h08,3
3ntb_1,3ntb,3.5
